Einstellung;Wert
Exportzeitpunkt;2025-12-04T09:44:36.561Z
start_savings;4000
start_etf;100
monthly_savings;100
monthly_etf;150
savings_rate_pa;3
etf_rate_pa;6
savings_target;5000
annual_raise_percent;3
savings_years;36
withdrawal_years;30
monthly_payout_net;
monthly_payout_percent;5
special_payout_net_savings;15000
special_interval_years_savings;10
special_payout_net_withdrawal;15000
special_interval_years_withdrawal;10
inflation_rate_pa;2
rent_mode;percent

Jahr;Monat;Phase;Tagesgeld;ETF;Gesamt;Gesamt (real);Rendite;Entnahme;Steuern
58;695;Entnahme;5000.00;372038.35;377038.35;119754.61;1824.93;1789.57;380.36
58;696;Entnahme;5000.00;371691.56;376691.56;119447.19;1823.25;1789.57;380.47
59;697;Entnahme;5000.00;371663.20;376663.20;119241.26;1821.56;1789.57;60.36
59;698;Entnahme;5000.00;371314.27;376314.27;118934.37;1821.42;1789.57;380.78
59;699;Entnahme;5000.00;370963.54;375963.54;118627.60;1819.72;1789.57;380.89
59;700;Entnahme;5000.00;370611.00;375611.00;118320.94;1818.02;1789.57;380.99
59;701;Entnahme;5000.00;370256.54;375256.54;118014.37;1816.30;1789.57;381.20
59;702;Entnahme;5000.00;369900.25;374900.25;117707.92;1814.57;1789.57;381.30
59;703;Entnahme;5000.00;369542.12;374542.12;117401.58;1812.84;1789.57;381.40
59;704;Entnahme;5000.00;369182.07;374182.07;117095.33;1811.10;1789.57;381.59
59;705;Entnahme;5000.00;368820.14;373820.14;116789.18;1809.34;1789.57;381.70
59;706;Entnahme;5000.00;368456.36;373456.36;116483.15;1807.58;1789.57;381.80
59;707;Entnahme;5000.00;368090.65;373090.65;116177.20;1805.81;1789.57;381.96
59;708;Entnahme;5000.00;367723.02;372723.02;115871.35;1804.03;1789.57;382.10
60;709;Entnahme;5000.00;367673.97;372673.97;115665.07;1802.24;1789.57;61.72
60;710;Entnahme;5000.00;367304.10;372304.10;115359.75;1802.00;1789.57;382.31
60;711;Entnahme;5000.00;366932.25;371932.25;115054.51;1800.20;1789.57;382.48
60;712;Entnahme;5000.00;366558.50;371558.50;114749.38;1798.39;1789.57;382.58
60;713;Entnahme;5000.00;366182.83;371182.83;114444.35;1796.57;1789.57;382.67
60;714;Entnahme;5000.00;365805.17;370805.17;114139.39;1794.74;1789.57;382.85
60;715;Entnahme;5000.00;365425.55;370425.55;113834.53;1792.91;1789.57;382.96
60;716;Entnahme;5000.00;365043.99;370043.99;113529.77;1791.06;1789.57;383.05
60;717;Entnahme;5000.00;364660.45;369660.45;113225.10;1789.20;1789.57;383.18
60;718;Entnahme;5000.00;364274.89;369274.89;112920.51;1787.33;1789.57;383.33
60;719;Entnahme;5000.00;363887.36;368887.36;112616.01;1785.46;1789.57;383.42
60;720;Entnahme;5000.00;345259.67;350259.67;106752.94;1783.57;16789.57;3621.70
61;721;Entnahme;5000.00;345099.85;350099.85;106528.29;1692.90;1789.57;63.15
61;722;Entnahme;5000.00;344618.45;349618.45;106206.40;1692.12;1789.57;383.96
61;723;Entnahme;5000.00;344134.55;349134.55;105884.52;1689.78;1789.57;384.12
61;724;Entnahme;5000.00;343648.18;348648.18;105562.67;1687.42;1789.57;384.23
61;725;Entnahme;5000.00;343159.36;348159.36;105240.85;1685.06;1789.57;384.31
61;726;Entnahme;5000.00;342668.05;347668.05;104919.06;1682.68;1789.57;384.42
61;727;Entnahme;5000.00;342174.20;347174.20;104597.28;1680.29;1789.57;384.57
61;728;Entnahme;5000.00;341677.86;346677.86;104275.52;1677.88;1789.57;384.66
61;729;Entnahme;5000.00;341179.02;346179.02;103953.78;1675.47;1789.57;384.74
61;730;Entnahme;5000.00;340677.62;345677.62;103632.06;1673.04;1789.57;384.87
61;731;Entnahme;5000.00;340173.65;345173.65;103310.35;1670.60;1789.57;385.00
61;732;Entnahme;5000.00;339667.15;344667.15;102988.66;1668.14;1789.57;385.08
62;733;Entnahme;5000.00;339479.01;344479.01;102762.72;1665.68;1789.57;64.25
62;734;Entnahme;5000.00;338968.90;343968.90;102441.36;1664.76;1789.57;385.30
62;735;Entnahme;5000.00;338456.21;343456.21;102120.01;1662.28;1789.57;385.41
62;736;Entnahme;5000.00;337940.93;342940.93;101798.67;1659.78;1789.57;385.49
62;737;Entnahme;5000.00;337423.07;342423.07;101477.35;1657.28;1789.57;385.57
62;738;Entnahme;5000.00;336902.53;341902.53;101156.02;1654.76;1789.57;385.72
62;739;Entnahme;5000.00;336379.37;341379.37;100834.70;1652.22;1789.57;385.82
62;740;Entnahme;5000.00;335853.59;340853.59;100513.39;1649.67;1789.57;385.90
62;741;Entnahme;5000.00;335325.16;340325.16;100192.09;1647.12;1789.57;385.98
62;742;Entnahme;5000.00;334794.01;339794.01;99870.78;1644.54;1789.57;386.13
62;743;Entnahme;5000.00;334260.19;339260.19;99549.47;1641.96;1789.57;386.21
62;744;Entnahme;5000.00;333723.70;338723.70;99228.16;1639.36;1789.57;386.29
63;745;Entnahme;5000.00;333505.60;338505.60;99000.76;1636.75;1789.57;65.28
63;746;Entnahme;5000.00;332965.22;337965.22;98679.74;1635.69;1789.57;386.51
63;747;Entnahme;5000.00;332422.11;337422.11;98358.71;1633.06;1789.57;386.60
63;748;Entnahme;5000.00;331876.28;336876.28;98037.69;1630.41;1789.57;386.67
63;749;Entnahme;5000.00;331327.72;336327.72;97716.66;1627.76;1789.57;386.75
63;750;Entnahme;5000.00;330776.37;335776.37;97395.61;1625.09;1789.57;386.88
63;751;Entnahme;5000.00;330222.23;335222.23;97074.55;1622.40;1789.57;386.97
63;752;Entnahme;5000.00;329665.32;334665.32;96753.48;1619.70;1789.57;387.05
63;753;Entnahme;5000.00;329105.63;334105.63;96432.41;1616.99;1789.57;387.12
63;754;Entnahme;5000.00;328543.10;333543.10;96111.31;1614.27;1789.57;387.23
63;755;Entnahme;5000.00;327977.72;332977.72;95790.19;1611.53;1789.57;387.34
63;756;Entnahme;5000.00;327409.52;332409.52;95469.06;1608.78;1789.57;387.41
64;757;Entnahme;5000.00;327159.74;332159.74;95240.02;1606.01;1789.57;66.23
64;758;Entnahme;5000.00;326587.41;331587.41;94919.15;1604.80;1789.57;387.56
64;759;Entnahme;5000.00;326012.16;331012.16;94598.25;1602.01;1789.57;387.70
64;760;Entnahme;5000.00;325434.03;330434.03;94277.32;1599.21;1789.57;387.77
64;761;Entnahme;5000.00;324853.02;329853.02;93956.37;1596.40;1789.57;387.84
64;762;Entnahme;5000.00;324269.11;329269.11;93635.40;1593.57;1789.57;387.91
64;763;Entnahme;5000.00;323682.25;328682.25;93314.40;1590.73;1789.57;388.02
64;764;Entnahme;5000.00;323092.44;328092.44;92993.36;1587.87;1789.57;388.12
64;765;Entnahme;5000.00;322499.68;327499.68;92672.30;1585.00;1789.57;388.19
64;766;Entnahme;5000.00;321903.97;326903.97;92351.21;1582.11;1789.57;388.26
64;767;Entnahme;5000.00;321305.28;326305.28;92030.08;1579.22;1789.57;388.34
64;768;Entnahme;5000.00;320703.56;325703.56;91708.91;1576.30;1789.57;388.46
65;769;Entnahme;5000.00;320420.24;325420.24;91478.05;1573.37;1789.57;67.12
65;770;Entnahme;5000.00;319814.08;324814.08;91157.10;1571.99;1789.57;388.60
65;771;Entnahme;5000.00;319204.89;324204.89;90836.11;1569.04;1789.57;388.66
65;772;Entnahme;5000.00;318592.64;323592.64;90515.08;1566.08;1789.57;388.76
65;773;Entnahme;5000.00;317977.31;322977.31;90193.99;1563.10;1789.57;388.86
65;774;Entnahme;5000.00;317358.92;322358.92;89872.87;1560.10;1789.57;388.93
65;775;Entnahme;5000.00;316737.46;321737.46;89551.71;1557.09;1789.57;388.99
65;776;Entnahme;5000.00;316112.91;321112.91;89230.50;1554.07;1789.57;389.06
65;777;Entnahme;5000.00;315485.20;320485.20;88909.23;1551.03;1789.57;389.17
65;778;Entnahme;5000.00;314854.36;319854.36;88587.91;1547.97;1789.57;389.25
65;779;Entnahme;5000.00;314220.38;319220.38;88266.55;1544.90;1789.57;389.31
65;780;Entnahme;5000.00;313583.26;318583.26;87945.13;1541.81;1789.57;389.37
66;781;Entnahme;5000.00;313264.51;318264.51;87712.27;1538.71;1789.57;67.89
66;782;Entnahme;5000.00;312622.56;317622.56;87391.02;1537.16;1789.57;389.55
66;783;Entnahme;5000.00;311977.41;316977.41;87069.71;1534.04;1789.57;389.62
66;784;Entnahme;5000.00;311329.05;316329.05;86748.34;1530.90;1789.57;389.68
66;785;Entnahme;5000.00;310677.48;315677.48;86426.92;1527.74;1789.57;389.75
66;786;Entnahme;5000.00;310022.68;315022.68;86105.44;1524.57;1789.57;389.81
66;787;Entnahme;5000.00;309364.57;314364.57;85783.88;1521.38;1789.57;389.93
66;788;Entnahme;5000.00;308703.20;313703.20;85462.25;1518.18;1789.57;389.99
66;789;Entnahme;5000.00;308038.54;313038.54;85140.56;1514.96;1789.57;390.05
66;790;Entnahme;5000.00;307370.60;312370.60;84818.81;1511.72;1789.57;390.11
66;791;Entnahme;5000.00;306699.34;311699.34;84496.99;1508.47;1789.57;390.17
66;792;Entnahme;5000.00;306024.70;311024.70;84175.08;1505.21;1789.57;390.28
